ROUTEVIEWS_COLLECTOR|AS_NUMBER|PEERING_ADDRESS|PREFIXES|CC|REGION|ASNAME
route-views2.saopaulo.routeviews.org|267613|187.16.220.80|902129|BR|lacnic |ELETRONET S.A., BR
route-views2.saopaulo.routeviews.org|57695|187.16.220.159|888581|US|ripencc|MISAKA Misaka Network, Inc., US
route-views2.saopaulo.routeviews.org|52873|187.16.220.216|889294|BR|lacnic |Softdados Telecomunicacoes, BR
route-views2.saopaulo.routeviews.org|49544|187.16.220.229|8|NL|ripencc|I3DNET, NL
route-views2.saopaulo.routeviews.org|265187|187.16.221.155|11902|BR|lacnic |STEEL WEB PROVEDORES DE ACESSO LTDA, BR
route-views2.saopaulo.routeviews.org|37468|187.16.221.193|37146|AO|afrinic|ANGOLA-CABLES, AO
route-views2.saopaulo.routeviews.org|264409|187.16.221.229|247380|BR|lacnic |GRUPO YAX, BR
route-views2.saopaulo.routeviews.org|199524|187.16.222.16|888630|LU|ripencc|GCORE, LU
route-views2.saopaulo.routeviews.org|263237|187.16.222.45|1385|CL|lacnic |PowerHost Telecom SPA, CL
route-views2.saopaulo.routeviews.org|265950|187.16.222.78|11|BR|lacnic |HLP MOBILE AND WORLDWIDE TRACKING, BR
route-views2.saopaulo.routeviews.org|262507|187.16.222.105|7|BR|lacnic |Global Osi Brasil Telecomunicacoes e Conectividade, BR
route-views2.saopaulo.routeviews.org|264479|187.16.222.156|897071|BR|lacnic |Turbozone Internet, BR
route-views2.saopaulo.routeviews.org|262791|187.16.222.168|170706|BR|lacnic |EMI NET TELECOMUNICACOES LTDA, BR
route-views2.saopaulo.routeviews.org|263009|187.16.222.221|877697|BR|lacnic |FORTE TELECOM LTDA., BR
route-views2.saopaulo.routeviews.org|199524|187.16.222.229|888630|LU|ripencc|GCORE, LU
route-views2.saopaulo.routeviews.org|266413|187.16.223.174|3|BR|lacnic |VIVA TECNOLOGIA TELECOM, BR
route-views2.saopaulo.routeviews.org|52694|2001:12f8::13|141861|BR|lacnic |NEXSUL TELECOM LTDA, BR
route-views2.saopaulo.routeviews.org|266437|2001:12f8::58|143987|BR|lacnic |Rodrigo Fernandes Miniello - ME, BR
route-views2.saopaulo.routeviews.org|28352|2001:12f8::209:23|12|BR|lacnic |NETSPEED LTDA, BR
route-views2.saopaulo.routeviews.org|266925|2001:12f8::209:75|0|BR|lacnic |UPIX NETWORKS, BR
route-views2.saopaulo.routeviews.org|28352|2001:12f8::209:149|11|BR|lacnic |NETSPEED LTDA, BR
route-views2.saopaulo.routeviews.org|61595|2001:12f8::210:50|145477|BR|lacnic |TELIC TECHNOLOGIES, BR
route-views2.saopaulo.routeviews.org|52814|2001:12f8::210:177|147723|BR|lacnic |INTERNET PLAY LTDA, BR
route-views2.saopaulo.routeviews.org|264311|2001:12f8::212:147|7|BR|lacnic |Plug Supernet Telecon Servicos de Informatica Ltda, BR
route-views2.saopaulo.routeviews.org|268560|2001:12f8::213:13|5|BR|lacnic |VIPTELECOM INTERNET BANDA LARGA EIRELI - ME, BR
route-views2.saopaulo.routeviews.org|13786|2001:12f8::217:161|34057|US|arin |SEABRAS-1, US
route-views2.saopaulo.routeviews.org|7195|2001:12f8::217:238|2726|CO|lacnic |EDGEUNO SAS, CO
route-views2.saopaulo.routeviews.org|267056|2001:12f8::218:12|48|BR|lacnic |EVEREST RIDGE CONSULTORIA EM REDES DE COM LTDA, BR
route-views2.saopaulo.routeviews.org|267279|2001:12f8::218:47|1|BR|lacnic |RIVALDO VITURINO NUNES BORGES - ME, BR
route-views2.saopaulo.routeviews.org|268207|2001:12f8::218:81|2|BR|lacnic |RVT SERVICOS DE TELECOMUNICACOES LTDA, BR
route-views2.saopaulo.routeviews.org|268976|2001:12f8::218:138|145826|BR|lacnic |Weclix Telecom SA, BR
route-views2.saopaulo.routeviews.org|263009|2001:12f8::218:226|130987|BR|lacnic |FORTE TELECOM LTDA., BR
route-views2.saopaulo.routeviews.org|61832|2001:12f8::219:20|1155|BR|lacnic |Fortel Fortaleza Telecomunicacoes Ltda, BR
route-views2.saopaulo.routeviews.org|16552|2001:12f8::219:29|144838|US|arin |TIGGEE, US
route-views2.saopaulo.routeviews.org|28186|2001:12f8::219:51|150788|BR|lacnic |ITS TELECOMUNICACOES LTDA, BR
route-views2.saopaulo.routeviews.org|268551|2001:12f8::219:76|1|BR|lacnic |DMC TELECOM, BR
route-views2.saopaulo.routeviews.org|263541|2001:12f8::219:247|144721|BR|lacnic |IMF NETWORK DATA LTDA - ME, BR
route-views2.saopaulo.routeviews.org|267613|2001:12f8::220:80|146712|BR|lacnic |ELETRONET S.A., BR
route-views2.saopaulo.routeviews.org|57695|2001:12f8::220:159|61|US|ripencc|MISAKA Misaka Network, Inc., US
route-views2.saopaulo.routeviews.org|52873|2001:12f8::220:216|141633|BR|lacnic |Softdados Telecomunicacoes, BR
route-views2.saopaulo.routeviews.org|49544|2001:12f8::220:229|9|NL|ripencc|I3DNET, NL
route-views2.saopaulo.routeviews.org|265187|2001:12f8::221:155|4190|BR|lacnic |STEEL WEB PROVEDORES DE ACESSO LTDA, BR
route-views2.saopaulo.routeviews.org|37468|2001:12f8::221:193|7206|AO|afrinic|ANGOLA-CABLES, AO
route-views2.saopaulo.routeviews.org|264409|2001:12f8::221:229|77940|BR|lacnic |GRUPO YAX, BR
route-views2.saopaulo.routeviews.org|199524|2001:12f8::222:16|143631|LU|ripencc|GCORE, LU
route-views2.saopaulo.routeviews.org|263237|2001:12f8::222:45|19|CL|lacnic |PowerHost Telecom SPA, CL
route-views2.saopaulo.routeviews.org|262507|2001:12f8::222:105|1|BR|lacnic |Global Osi Brasil Telecomunicacoes e Conectividade, BR
route-views2.saopaulo.routeviews.org|264479|2001:12f8::222:156|74625|BR|lacnic |Turbozone Internet, BR
route-views2.saopaulo.routeviews.org|262791|2001:12f8::222:168|65583|BR|lacnic |EMI NET TELECOMUNICACOES LTDA, BR
route-views2.saopaulo.routeviews.org|263009|2001:12f8::222:221|142402|BR|lacnic |FORTE TELECOM LTDA., BR
route-views2.saopaulo.routeviews.org|199524|2001:12f8::222:229|143631|LU|ripencc|GCORE, LU
route-views2.saopaulo.routeviews.org|266413|2001:12f8::223:174|15|BR|lacnic |VIVA TECNOLOGIA TELECOM, BR
route-views3.routeviews.org|202365|5.255.90.109|890011|TR|ripencc|CHRONOS, TR
route-views3.routeviews.org|54574|38.19.140.162|886154|US|arin |DMIT, US
route-views3.routeviews.org|63927|43.226.4.1|876677|HK|apnic |RISE-HK RISE, HK
route-views3.routeviews.org|207740|46.148.123.113|0|EG|ripencc|AMIRGT-AS, EG
route-views3.routeviews.org|6939|64.71.137.241|903067|US|arin |HURRICANE, US
route-views3.routeviews.org|23367|64.250.124.15|1|US|arin |AS-ADN, US
route-views3.routeviews.org|19653|67.219.192.5|885593|US|arin |CTSTELECOM, US
route-views3.routeviews.org|40387|72.36.126.8|906833|US|arin |UI-ICCN, US
route-views3.routeviews.org|5650|74.40.7.35|874610|US|arin |FRONTIER-FRTR, US
route-views3.routeviews.org|3280|77.83.243.7|879935|RO|ripencc|LAYERBRIDGE-AS, RO
route-views3.routeviews.org|39120|89.21.210.85|884437|IT|ripencc|CONVERGENZE-AS ISP services in Italy, IT
route-views3.routeviews.org|39120|89.21.210.86|877239|IT|ripencc|CONVERGENZE-AS ISP services in Italy, IT
route-views3.routeviews.org|3257|89.149.178.10|874254|US|ripencc|GTT-BACKBONE GTT, US
route-views3.routeviews.org|39120|94.101.60.146|883769|IT|ripencc|CONVERGENZE-AS ISP services in Italy, IT
route-views3.routeviews.org|14315|104.251.122.1|283092|US|arin |1GSERVERS, US
route-views3.routeviews.org|54574|154.18.7.114|886666|US|arin |DMIT, US
route-views3.routeviews.org|46450|158.106.197.135|874677|US|arin |PILOT, US
route-views3.routeviews.org|55222|162.211.99.255|903752|CA|arin |9219-1568QUEBEC-NET7777, CA
route-views3.routeviews.org|11537|163.253.3.22|22126|US|arin |INTERNET2-RESEARCH-EDU, US
route-views3.routeviews.org|38136|172.83.155.50|880898|HK|apnic |AKARI-NETWORKS-AS-AP Akari Networks, HK
route-views3.routeviews.org|14840|186.211.128.32|892143|BR|lacnic |BR Digital, BR
route-views3.routeviews.org|61568|190.15.124.18|896972|BR|lacnic |ALOO TELECOM - FSF TECNOLOGIA SA, BR
route-views3.routeviews.org|22388|192.203.115.1|18690|US|arin |TRANSPAC, US
route-views3.routeviews.org|202365|194.50.19.4|908061|TR|ripencc|CHRONOS, TR
route-views3.routeviews.org|3292|195.215.109.247|875003|DK|ripencc|TDC TDC AS, DK
route-views3.routeviews.org|3216|195.239.77.236|881571|RU|ripencc|SOVAM-AS, RU
route-views3.routeviews.org|3216|195.239.252.124|882429|RU|ripencc|SOVAM-AS, RU
route-views3.routeviews.org|396390|198.71.45.193|18045|US|arin |INDIANA-UNIVERSITY-NEAAR, US
route-views3.routeviews.org|141712|199.247.15.72|0|HK|apnic |LUYS-AS-AP luYs, Inc., HK
route-views3.routeviews.org|263237|200.73.119.254|14|CL|lacnic |PowerHost Telecom SPA, CL
route-views3.routeviews.org|38001|202.150.221.33|887617|SG|apnic |NEWMEDIAEXPRESS-AS-AP NewMedia Express Pte Ltd, SG
route-views3.routeviews.org|9268|203.62.187.102|888959|AU|apnic |OVERTHEWIRE-AS-AP Over The Wire Pty Ltd, AU
route-views3.routeviews.org|9268|203.62.187.103|888959|AU|apnic |OVERTHEWIRE-AS-AP Over The Wire Pty Ltd, AU
route-views3.routeviews.org|209|205.171.3.54|872995|US|arin |CENTURYLINK-US-LEGACY-QWEST, US
route-views3.routeviews.org|209|205.171.8.123|872944|US|arin |CENTURYLINK-US-LEGACY-QWEST, US
route-views3.routeviews.org|209|205.171.200.245|872944|US|arin |CENTURYLINK-US-LEGACY-QWEST, US
route-views3.routeviews.org|3561|206.24.210.80|872920|US|arin |CENTURYLINK-LEGACY-SAVVIS, US
route-views3.routeviews.org|23367|206.198.182.15|874976|US|arin |AS-ADN, US
route-views3.routeviews.org|5645|206.248.155.130|743331|CA|arin |TEKSAVVY, CA
route-views3.routeviews.org|40630|208.94.118.10|903480|US|arin |GRIDFURY-AS, US
route-views3.routeviews.org|45352|210.5.41.225|898541|MY|apnic |IPSERVERONE-AS-AP IP ServerOne Solutions Sdn Bhd, MY
route-views3.routeviews.org|396390|2001:468:2900::2|6382|US|arin |INDIANA-UNIVERSITY-NEAAR, US
route-views3.routeviews.org|54574|2001:550:2:67::42:2|140355|US|arin |DMIT, US
route-views3.routeviews.org|206064|2001:678:cec:f000:e808:7b96:311d:e4bc|143756|GB|ripencc|ALPINE-NORTH-NETWORK, GB
route-views3.routeviews.org|63927|2401:da80::1|40486|HK|apnic |RISE-HK RISE, HK
route-views3.routeviews.org|9268|2402:c00::102|142379|AU|apnic |OVERTHEWIRE-AS-AP Over The Wire Pty Ltd, AU
route-views3.routeviews.org|54574|2402:4480:2:4::2e:2|145266|US|arin |DMIT, US
route-views3.routeviews.org|139317|2406:840:10::1|307041|CN|apnic |ZX-AS-AP Ningbo Dahuamao Information Technology Co Ltd, CN
route-views3.routeviews.org|38001|2406:f400:8:35::1|145414|SG|apnic |NEWMEDIAEXPRESS-AS-AP NewMedia Express Pte Ltd, SG
route-views3.routeviews.org|141237|2602:fed2:fc0:e4::1|11745|HK|apnic |MOECAST-AS-HK Moecast Network, HK
route-views3.routeviews.org|38173|2602:feda:be0::ffff|143625|AU|apnic |QINLONG-AS-AP Qinlong Networks, AU
route-views3.routeviews.org|141237|2602:feda:ce0::8|11687|HK|apnic |MOECAST-AS-HK Moecast Network, HK
route-views3.routeviews.org|38136|2604:9cc0:1:c::2|143675|HK|apnic |AKARI-NETWORKS-AS-AP Akari Networks, HK
route-views3.routeviews.org|23367|2605:1080:2:f00::15|143890|US|arin |AS-ADN, US
route-views3.routeviews.org|19653|2605:8200::5|146538|US|arin |CTSTELECOM, US
route-views3.routeviews.org|14315|2605:8340:0:8::1|53320|US|arin |1GSERVERS, US
route-views3.routeviews.org|46450|2606:3580:fc00:102::1|142373|US|arin |PILOT, US
route-views3.routeviews.org|5645|2607:f2c0:1::7|89888|CA|arin |TEKSAVVY, CA
route-views3.routeviews.org|40630|2607:ff18:1::a|143812|US|arin |GRIDFURY-AS, US
route-views3.routeviews.org|22388|2620:f5:8000:a001::1|6455|US|arin |TRANSPAC, US
route-views3.routeviews.org|14840|2804:8:4000:ffff::32|144043|BR|lacnic |BR Digital, BR
route-views3.routeviews.org|202365|2a00:1ca8:2a::e0|145544|TR|ripencc|CHRONOS, TR
route-views3.routeviews.org|39120|2a01:9a80:0:3::2|146686|IT|ripencc|CONVERGENZE-AS ISP services in Italy, IT
route-views3.routeviews.org|3280|2a0b:b86::f|143605|RO|ripencc|LAYERBRIDGE-AS, RO
route-views3.routeviews.org|141694|2a0c:b641:24f:fffe::2|146316|CN|apnic |OTAKUJAPAN-AS Otaku Limited, CN
route-views3.routeviews.org|141694|2a0c:b641:24f:fffe::3|146317|CN|apnic |OTAKUJAPAN-AS Otaku Limited, CN
route-views4.routeviews.org|141011|5.189.255.107|323526|HK|apnic |HUIZE-AS-CN HUIZE-NET, HK
route-views4.routeviews.org|56665|31.204.91.150|892474|LU|ripencc|TANGO-TELINDUS, LU
route-views4.routeviews.org|63956|45.112.244.1|883026|AU|apnic |COLO-AS-AP Colocation Australia Pty Ltd, AU
route-views4.routeviews.org|1299|62.115.128.183|842615|SE|ripencc|TWELVE99 Arelion, fka Telia Carrier, SE
route-views4.routeviews.org|39120|89.21.210.87|875428|IT|ripencc|CONVERGENZE-AS ISP services in Italy, IT
route-views4.routeviews.org|39120|94.101.60.147|883638|IT|ripencc|CONVERGENZE-AS ISP services in Italy, IT
route-views4.routeviews.org|58682|103.15.40.17|32305|BD|apnic |LEVEL3-BD Level3 Carrier Ltd., BD
route-views4.routeviews.org|63956|103.52.116.4|883619|AU|apnic |COLO-AS-AP Colocation Australia Pty Ltd, AU
route-views4.routeviews.org|133950|103.96.117.253|910163|NZ|apnic |HOOPLAHOSTING-AS-AP Hoopla Hosting Limited, NZ
route-views4.routeviews.org|58511|103.247.3.36|887237|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views4.routeviews.org|58511|103.247.3.143|887237|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views4.routeviews.org|34288|109.233.180.32|898572|CH|ripencc|AS34288 EDU-ZG-CH - Public Schools in the Canton of Zug, CH
route-views4.routeviews.org|45437|114.141.109.44|903834|AU|apnic |RWTS-AS-AP Real World - The Core, AU
route-views4.routeviews.org|38726|118.107.117.252|922357|VN|apnic |VTCDIGICOM-AS-VN VTC DIGICOM, VN
route-views4.routeviews.org|38726|119.18.185.44|892791|VN|apnic |VTCDIGICOM-AS-VN VTC DIGICOM, VN
route-views4.routeviews.org|38883|119.63.216.82|905926|AU|apnic |FIRENET-AS-AP FireNet Pty Ltd, AU
route-views4.routeviews.org|2914|129.250.1.248|874441|US|arin |NTT-LTD-2914, US
route-views4.routeviews.org|1351|132.198.255.254|914706|US|arin |UVM-EDU-AS, US
route-views4.routeviews.org|2518|133.205.1.142|878210|JP|apnic |BIGLOBE BIGLOBE Inc., JP
route-views4.routeviews.org|19782|149.165.255.64|25910|US|arin |INDIANAGIGAPOP, US
route-views4.routeviews.org|19782|149.165.255.65|25910|US|arin |INDIANAGIGAPOP, US
route-views4.routeviews.org|32653|154.72.103.192|177978|ZA|afrinic|ENETWORKS, ZA
route-views4.routeviews.org|59715|185.5.200.255|903725|IT|ripencc|SBTAP-AS, IT
route-views4.routeviews.org|204028|185.118.196.1|891306|DE|ripencc|DOLPHINIT, DE
route-views4.routeviews.org|14041|192.43.217.142|874549|US|arin |AS14041, US
route-views4.routeviews.org|14041|192.43.217.143|874549|US|arin |AS14041, US
route-views4.routeviews.org|30950|193.28.236.32|874393|NO|ripencc|EVINY-AS30950 Norway, NO
route-views4.routeviews.org|3267|194.85.40.15|883021|RU|ripencc|RUNNET, RU
route-views4.routeviews.org|19754|198.98.84.183|876401|US|arin |FNL-33-19754, US
route-views4.routeviews.org|36236|208.111.38.185|909079|US|arin |NETACTUATE, US
route-views4.routeviews.org|48292|213.238.163.7|195514|TR|ripencc|INTIBU intibu.com, TR
route-views4.routeviews.org|2518|2001:260:300:1::1:30|145109|JP|apnic |BIGLOBE BIGLOBE Inc., JP
route-views4.routeviews.org|7575|2001:388:1::16|6447|AU|apnic |AARNET-AS-AP Australian Academic and Research Network AARNet, AU
route-views4.routeviews.org|2914|2001:418:0:1000::f003|134782|US|arin |NTT-LTD-2914, US
route-views4.routeviews.org|11537|2001:468:2::1|7244|US|arin |INTERNET2-RESEARCH-EDU, US
route-views4.routeviews.org|30950|2001:67c:324::32|139310|NO|ripencc|EVINY-AS30950 Norway, NO
route-views4.routeviews.org|34288|2001:4b27:ffff::32|146605|CH|ripencc|AS34288 EDU-ZG-CH - Public Schools in the Canton of Zug, CH
route-views4.routeviews.org|38726|2400:bc80:9000::1|141867|VN|apnic |VTCDIGICOM-AS-VN VTC DIGICOM, VN
route-views4.routeviews.org|63956|2402:1b80:1000::1|141556|AU|apnic |COLO-AS-AP Colocation Australia Pty Ltd, AU
route-views4.routeviews.org|38883|2402:7400:0:c::18|144797|AU|apnic |FIRENET-AS-AP FireNet Pty Ltd, AU
route-views4.routeviews.org|58682|2404:c900:1::17|795|BD|apnic |LEVEL3-BD Level3 Carrier Ltd., BD
route-views4.routeviews.org|45437|2406:a800:ffff::1|144773|AU|apnic |RWTS-AS-AP Real World - The Core, AU
route-views4.routeviews.org|141011|2602:feda:ab2::1|153027|HK|apnic |HUIZE-AS-CN HUIZE-NET, HK
route-views4.routeviews.org|19754|2607:b580::15|115863|US|arin |FNL-33-19754, US
route-views4.routeviews.org|36236|2607:f740:0:7::f79|148590|US|arin |NETACTUATE, US
route-views4.routeviews.org|1351|2620:104:e000:1000::2|144427|US|arin |UVM-EDU-AS, US
route-views4.routeviews.org|56665|2a00:4180:1:100:31:204:89:250|145265|LU|ripencc|TANGO-TELINDUS, LU
route-views4.routeviews.org|59715|2a02:cdc5:9715:0:185:5:200:255|144253|IT|ripencc|SBTAP-AS, IT
route-views5.routeviews.org|40864|23.159.240.61|883830|CA|arin |TARGO, CA
route-views5.routeviews.org|32167|66.118.229.23|903049|US|arin |LSHIY, US
route-views5.routeviews.org|211398|87.239.48.250|911148|BE|ripencc|CRAZYGROUP-AS, BE
route-views5.routeviews.org|41666|91.216.79.0|909307|FI|ripencc|PYRO-AS Institute for Pyrotechnical Cleaning, FI
route-views5.routeviews.org|51930|103.152.112.48|98904|GB|ripencc|Lambda Internet Exchange, GB
route-views5.routeviews.org|58511|103.247.3.36|887237|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views5.routeviews.org|58511|103.247.3.142|887237|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views5.routeviews.org|54574|154.18.28.226|888488|US|arin |DMIT, US
route-views5.routeviews.org|33185|170.39.196.252|881316|CA|arin |HIVE-DATA-CENTER, CA
route-views5.routeviews.org|399114|170.39.226.197|5|US|arin |ZESTY-CABLE, US
route-views5.routeviews.org|207934|185.156.96.227|878043|DK|ripencc|WNB-AS, DK
route-views5.routeviews.org|11537|2001:468:0:2::14|7293|US|arin |INTERNET2-RESEARCH-EDU, US
route-views5.routeviews.org|211398|2001:678:f30:ffd0::|146336|BE|ripencc|CRAZYGROUP-AS, BE
route-views5.routeviews.org|41666|2001:67c:8e4::|145822|FI|ripencc|PYRO-AS Institute for Pyrotechnical Cleaning, FI
route-views5.routeviews.org|58511|2400:8280::24|141570|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views5.routeviews.org|58511|2400:8280::8e|141569|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views5.routeviews.org|54574|2402:4480:2::5a:2|150785|US|arin |DMIT, US
route-views5.routeviews.org|33185|2602:fd23:101::100|143661|CA|arin |HIVE-DATA-CENTER, CA
route-views5.routeviews.org|51930|2602:feda:30:ae86:f44e:a5ff:feb1:fac4|52754|GB|ripencc|Lambda Internet Exchange, GB
route-views5.routeviews.org|32167|2606:82c0:1:e005::1|141858|US|arin |LSHIY, US
route-views5.routeviews.org|207934|2a03:300:2::3|140112|DK|ripencc|WNB-AS, DK
route-views5.routeviews.org|142289|2a0e:46c4:2c11::1|146153|NL|apnic |ROXONIC-AS-AP Roxonic Systems, NL
route-views5.routeviews.org|399114|2a0e:6902:4002:2c:5054:ff:fed9:841a|6|US|arin |ZESTY-CABLE, US
route-views6.routeviews.org|7660|2001:200:901::5|40346|JP|apnic |APAN-JP Asia Pacific Advanced Network - Japan, JP
route-views6.routeviews.org|2497|2001:240:100:ff::2497:2|143341|JP|apnic |IIJ Internet Initiative Japan Inc., JP
route-views6.routeviews.org|2914|2001:418:0:1000::f000|134702|US|arin |NTT-LTD-2914, US
route-views6.routeviews.org|209|2001:428::205:171:8:75|135952|US|arin |CENTURYLINK-US-LEGACY-QWEST, US
route-views6.routeviews.org|209|2001:428::205:171:8:123|135952|US|arin |CENTURYLINK-US-LEGACY-QWEST, US
route-views6.routeviews.org|209|2001:428::205:171:200:139|135952|US|arin |CENTURYLINK-US-LEGACY-QWEST, US
route-views6.routeviews.org|6939|2001:470:0:1a::1|141873|US|arin |HURRICANE, US
route-views6.routeviews.org|3257|2001:668:0:4::2|138800|US|ripencc|GTT-BACKBONE GTT, US
route-views6.routeviews.org|206064|2001:678:cec:f000:e808:7b96:311d:e4bc|143752|GB|ripencc|ALPINE-NORTH-NETWORK, GB
route-views6.routeviews.org|31019|2001:67c:22dc:def1::1|144489|NL|ripencc|MEANIE Meanie Heavy Industries, NL
route-views6.routeviews.org|18106|2001:d98::19|144570|SG|apnic |VIEWQWEST-SG-AP Viewqwest Pte Ltd, SG
route-views6.routeviews.org|7018|2001:1890:111d:1::63|138752|US|arin |ATT-INTERNET4, US
route-views6.routeviews.org|20912|2001:40d0::126|144781|IT|ripencc|ASN-PANSERVICE, IT
route-views6.routeviews.org|58511|2400:8280::24|141577|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views6.routeviews.org|23673|2402:c100::104|147434|KH|apnic |ONLINE-AS Cogetel Online, Cambodia, ISP, KH
route-views6.routeviews.org|24441|2404:cc00:1::1|137046|KH|apnic |CITYLINK-AS-KH CityLink Corporation, LTD, KH
route-views6.routeviews.org|140731|2406:840:eb83::1|144019|CN|apnic |TOHU-OP-AP TOHU Public Internet, CN
route-views6.routeviews.org|140731|2406:840:eb89::1|143931|CN|apnic |TOHU-OP-AP TOHU Public Internet, CN
route-views6.routeviews.org|1239|2600:0:1:1239:144:228:241:130|10938|US|arin |SPRINTLINK, US
route-views6.routeviews.org|701|2600:803::15|139516|US|arin |UUNET, US
route-views6.routeviews.org|53767|2605:9d00::2|4|US|arin |ICASTCENTER, US
route-views6.routeviews.org|1403|2606:6d00:eb0::252|138884|CA|arin |EBOX, CA
route-views6.routeviews.org|22652|2607:fad8::1:9|139428|CA|arin |FIBRENOIRE-INTERNET, CA
route-views6.routeviews.org|57463|2a00:1728::1f:4|142524|BG|ripencc|NETIX, BG
route-views6.routeviews.org|57866|2a00:a7c0:e20a::17|139418|NL|ripencc|FUSIX-AS, NL
route-views6.routeviews.org|49788|2a02:d140:1::60|144555|NO|ripencc|NEXTHOP, NO
route-views6.routeviews.org|141694|2a0c:b641:24f:fffe::4|146309|CN|apnic |OTAKUJAPAN-AS Otaku Limited, CN
route-views6.routeviews.org|141694|2a0c:b641:24f:fffe::5|146309|CN|apnic |OTAKUJAPAN-AS Otaku Limited, CN
route-views6.routeviews.org|141694|2a0c:b641:24f:fffe::6|146308|CN|apnic |OTAKUJAPAN-AS Otaku Limited, CN
route-views6.routeviews.org|141694|2a0c:b641:24f:fffe::7|146311|CN|apnic |OTAKUJAPAN-AS Otaku Limited, CN
route-views6.routeviews.org|141694|2a0c:b641:24f:fffe::8|146312|CN|apnic |OTAKUJAPAN-AS Otaku Limited, CN
